NAME,GEO_ID,COMM,COMM_LABEL,YEAR,VAL,TON,state,cfs area (or part)
1,'Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '03', 'Agricultural products (excludes animal feed, cereal grains, and forage products)', '2012', '0', '0', '01', '14200000'
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '0901', 'Cigarettes', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '0909', 'Other tobacco products, not elsewhere classified', '2012', '0', '2', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '0909', 'Other tobacco products, not elsewhere classified', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '10', 'Monumental or building stone', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '100', 'Monumental or building stone (excludes dolomite)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1001', 'Calcareous monumental or building stone', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1002', 'Monumental or building stone (excludes calcareous and dolomite)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '11', 'Natural sands', '2012', '91', '460', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '11', 'Natural sands', '2017', '18', '62', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1101', 'Silica sands and quartz sands, for construction use', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '110', 'Natural sands (excludes metal-bearing)', '2012', '91', '460', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '110', 'Natural sands (excludes metal-bearing)', '2017', '18', '62', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1101', 'Silica sands and quartz sands, for construction use', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1102', 'Silica sands and quartz sands, for uses other than construction, and other sands', '2012', '91', '460', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1102', 'Silica sands and quartz sands, for uses other than construction, and other sands', '2017', '18', '59', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '12', 'Gravel and crushed stone (excludes dolomite and slate)', '2012', '236', '10860', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '12', 'Gravel and crushed stone (excludes dolomite and slate)', '2017', '450', '15657', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1201', 'Limestone and chalk (calcium carbonate)', '2017', '390', '11362', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '120', 'Gravel and crushed stone (excludes dolomite and slate)', '2012', '236', '10860', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '120', 'Gravel and crushed stone (excludes dolomite and slate)', '2017', '450', '15657', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1201', 'Limestone and chalk (calcium carbonate)', '2012', '212', '7902', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1202', 'Gravel and crushed stone (excludes dolomite, slate, and limestone and chalk)', '2012', '24', '2958', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1202', 'Gravel and crushed stone (excludes dolomite, slate, and limestone and chalk)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '13', 'Other non-metallic minerals, not elsewhere classified ', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '13', 'Other non-metallic minerals, not elsewhere classified ', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1310', 'Salt', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '131', 'Salt', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '131', 'Salt', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1310', 'Salt', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '132', 'Natural calcium phosphates, natural aluminum-calcium phosphates, and phosphatic chalk', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1320', 'Natural calcium phosphates, natural aluminum-calcium phosphates, and phosphatic chalk', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '133', 'Dolomite, including monumental, building, and crushed', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1392', 'Kaolinic clays, and other clays', '2012', '0', '1', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1330', 'Dolomite', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '139', 'Other non-metallic minerals, not elsewhere classified', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '139', 'Other non-metallic minerals, not elsewhere classified', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1392', 'Kaolinic clays, and other clays', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1399', 'Other non-metallic minerals', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1399', 'Other non-metallic minerals', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '14', 'Metallic ores and concentrates', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '14', 'Metallic ores and concentrates', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '141', 'Iron ores and concentrates', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '141', 'Iron ores and concentrates', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1410', 'Iron ores and concentrates', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1491', 'Copper ores and concentrates', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1410', 'Iron ores and concentrates', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '149', 'Metallic ores and concentrates (excludes iron)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '149', 'Metallic ores and concentrates (excludes iron)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1499', 'Other metallic ores and concentrates', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '15', 'Coal', '2012', '1197', '9810', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '15', 'Coal', '2017', '1080', '9164', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '151', 'Non-agglomerated bituminous coal', '2012', '1192', '9782', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '151', 'Non-agglomerated bituminous coal', '2017', '1080', '9164', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1510', 'Non-agglomerated bituminous coal', '2012', '1192', '9782', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1510', 'Non-agglomerated bituminous coal', '2017', '1080', '9164', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '159', 'Coal (excludes non-agglomerated bituminous coal)', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1591', 'Non-agglomerated anthracite coal', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1593', 'Agglomerated coal', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '17', 'Gasoline and aviation turbine fuel', '2017', '2517', '4788', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1710', 'Gasoline', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '17-R', 'Gasoline, aviation turbine fuel, and ethanol (includes kerosene and fuel alcohols) (CFS30)', '2012', '2508', '2797', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '171', 'Gasoline', '2017', '2495', '4746', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '171-R', 'Gasoline, and blends of gasoline and 10 percent ethanol (CFS31)', '2012', '2503', '2791', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1711', 'Gasoline including for aviation use (excludes blends of gasoline and alcohol)', '2012', '48', '39', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1711', 'Gasoline including for aviation use (excludes blends of gasoline and alcohol)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1712', 'Blends of gasoline and alcohol, including for aviation use, with up to 10 percent alcohol by volume (E10 or lower)', '2012', '2455', '2752', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1712', 'Blends of gasoline and alcohol, including for aviation use, with up to 10 percent alcohol by volume (E10 or lower)', '2017', '2485', '4728', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '172', 'Aviation turbine fuel (types A and B)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1720', 'Aviation turbine fuel (types A and B)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '175', 'Ethanol, ethanol blends of more than 10 percent ethanol, and other fuel alcohols', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1760', 'Ethanol, anhydrous ethanol, denatured, and other denatured alcohols  for use in blends of biofuels', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1750', 'Blend of alcohol and gasoline with more than 10% alcohol volume by volume', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '176', 'Ethanol, for use as biofuels', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '176', 'Ethanol, for use as biofuels', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1760', 'Ethanol, anhydrous ethanol, denatured, and other denatured alcohols  for use in blends of biofuels', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '18', 'Fuel oils', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '18-R', 'Fuel oils (includes diesel, bunker c, and biodiesel) (CFS40)', '2012', '1933', '1982', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '180', 'Fuel oils', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1800', 'Fuel oils', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '181', 'Fuel oils', '2012', '1933', '1982', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '181', 'Fuel oils', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1810', 'Fuel oils including diesel, distillate heating oil, and bunker c (excludes biodiesel)', '2012', '1933', '1982', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1810', 'Fuel oils including diesel, distillate heating oil, and bunker c (excludes biodiesel)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '182', 'Blends of fuel oils and biofuel, biodiesel', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1820', 'Blends of fuel oils including 5% or less biodiesel by volume  (b5, or less)', '2017', '25', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1910', 'Lubricating oils and greases containing more than 70% by weight of petroleum oils or oils obtained from bituminous materials', '2012', '901', '394', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1821', 'Blends of fuel oils with more than 5% biodiesel by volume (excludes b100)', '2017', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '19', 'Other coal and petroleum products, not elsewhere classified', '2012', '1483', '1587', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '19', 'Other coal and petroleum products, not elsewhere classified', '2017', '731', '1517', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '191', 'Lubricating oils and greases', '2012', '901', '394', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '191', 'Lubricating oils and greases', '2017', '338', '252', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1910', 'Lubricating oils and greases containing more than 70% by weight of petroleum oils or oils obtained from bituminous materials', '2017', '338', '252', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '192', 'Refined petroleum oils and oils obtained from bituminous minerals, not elsewhere classified', '2012', '34', '17', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '192', 'Refined petroleum oils and oils obtained from bituminous minerals, not elsewhere classified', '2017', '15', '2', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1920', 'Other refined petroleum oils and oils obtained from bituminous materials, not elsewhere classified', '2012', '34', '17', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1920', 'Other refined petroleum oils and oils obtained from bituminous materials, not elsewhere classified', '2017', '15', '2', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '193', 'Gaseous hydrocarbons', '2012', '79', '105', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '193', 'Gaseous hydrocarbons', '2017', '41', '62', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1931', 'Liquefied natural gas', '2012', '0', '0', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1932', 'Liquefied gaseous hydrocarbons, except liquefied natural gas (excludes chemically pure), not elsewhere classified ', '2012', '79', '105', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1932', 'Liquefied gaseous hydrocarbons, except liquefied natural gas (excludes chemically pure), not elsewhere classified ', '2017', '41', '62', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '199', 'Other products of petroleum refining, and coal products, not elsewhere classified', '2012', '469', '1071', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '199', 'Other products of petroleum refining, and coal products, not elsewhere classified', '2017', '336', '1201', '01', '14200000']
['Birmingham-Hoover-Talladega, AL CFS Area; Alabama; Alabama', 'E330000US0114200000', '1991', 'Coke and semi-coke of coal, lignite, or peat, and retort carbon, and petroleum coke (includes calcined)', '2012', '466', '1058', '01', '14200000']
